Blog	four	looking	second	available	here	k	music	until	example	want	feature	wrong	yourself	series	re	wasn	service	needed	project	tech	came	saying	best	men	asked	much	life	worked	things	had	possible	right	old	people	easy	google	support	happy	inside	later	time	minute	leave	team	along	love	working	following	awesome	such	data	so	years	didn	internet	million	quite	open	future	san	say	saw	note	take	drive	going	where	sites	many	photos	single	summer	being	around	traffic	world	power	favorite	mean	other	her	complete	ad	am	original	tv	th	large	small	past	hours	experience	via	company	learn	states	sense	its	always	found	really	obama	sell	also	play	plan	sometimes	cover	set	see	movie	last	whole	community	recent	person	amp	readers	couple	d	continue	anything	into	link	line	us	ago	having	send	try	video	let	great	makes	tools	next	process	high	move	doing	could	start	system	face	fact	should	hope	means	stuff	email	co	ve	android	off	less	web	five	become	announced	told	word	work	law	order	office	then	them	network	another	do	away	com	information	launched	hand	photo	night	post	months	way	update	together	cost	change	live	car	write	product	remember	still	non	half	now	year	space	shows	care	than	online	only	between	article	comes	these	media	thinking	real	read	early	using	business	lot	since	month	very	learned	family	takes	site	history	help	soon	actually	feel	beyond	event	issue	reason	put	american	mobile	clear	pretty	during	x	close	won	probably	both	else	look	while	used	user	game	some	run	step	within	similar	doesn	go	does	facebook	download	click	started	control	links	software	including	him	front	ask	times	long	need	able	based	course	written	key	problem	well	page	twitter	home	he	stories	piece	star	friends	companies	likely	even	tips	ever	never	call	tell	give	amazing	answer	before	personal	better	weeks	went	side	content	isn	features	matter	mind	seen	don	m	stop	bad	decided	said	against	appeared	three	website	if	make	changes	left	human	yes	yet	deal	down	daily	did	box	making	may	man	maybe	talk	nbsp	group	interesting	policy	morning	after	thing	think	first	fast	little	anyone	were	performance	especially	shot	show	behind	black	get	nearly	enough	reading	across	according	those	different	same	running	money	audience	trying	videos	again	important	chris	u	forget	public	search	published	two	share	needs	coming	through	good	everyone	house	hard	idea	members	done	least	part	believe	b	build	most	find	please	point	simple	create	fun	itself	development	spent	spend	big	bit	often	back	either	use	forward	entire	access	body	others	private	names	ll	day	text	national	taking	gone	value	almost	thought	latest	add	happens	ways	buy	minutes	special	starting	under	every	changed	would	phone	me	keep	end	over	writing	each	got	free	wanted	days	already	top	too	took	talking	though	watch	amazon	report	full	however	news	been	quickly	several	social	everything	head	check	no	focus	cool	level	posts	quick	says	goes	water	today	platform	happened	name	she	turn	place	white	released	any	ideas	sure	state	review	come	case	myself	someone	week	without	when	seems	blog	there	follow	program	far	list	design	version	known	rather	short	might	number	story	kind	added	nothing	his	art	recently	attention	questions	customers	question	called	nice	users	helping	once	issues	include	app	few	women	something	six	instead	light	looks	our	york	g	july	which	who	why	local	ones	view	job	will	gets	know	press	because	getting	own	apps	made	record	below	percent	book	understand
Deadspin	9	0	0	0	8	0	0	0	0	2	0	1	0	0	1	1	0	0	0	0	2	0	5	2	0	1	0	0	1	1	0	2	0	2	0	0	0	0	0	1	4	0	0	5	1	1	0	1	0	0	0	2	2	0	1	0	0	0	0	0	1	0	0	2	0	2	1	0	3	0	0	1	0	3	0	2	1	2	0	0	1	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	1	5	1	2	2	0	0	2	5	0	0	0	0	3	3	1	0	0	0	0	0	0	1	3	0	0	1	0	1	8	2	0	1	0	4	3	3	1	0	0	0	0	0	0	0	0	1	0	0	3	0	2	1	2	1	3	0	4	0	0	0	0	0	0	0	0	1	2	0	2	0	2	0	2	0	3	1	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	2	0	1	4	0	0	0	0	6	0	2	0	0	1	1	0	0	0	26	1	2	0	0	2	0	0	0	5	1	0	0	1	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0	2	1	1	1	3	0	3	0	9	7	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	3	0	1	0	1	1	0	1	1	2	0	0	1	2	2	0	14	0	0	0	0	0	0	3	1	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	2	2	0	1	0	1	0	3	0	0	0	0	4	1	0	2	0	0	0	3	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	6	3	1	0	3	0	0	0	0	3	0	2	0	0	1	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	2	0	2	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	2	3	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	2	1	1	0	1	2	0	1	5	0	0	1	4	0	0	0	1	1	1	0	0	0	0	1	2	0	0	0	1	0	0	5	0	0	0	0	0	3	1	0	5	0	0	0	1	0	4	1	2	1	0	0	0	0	0	1	0	3	1	1	2	0	0	0	2	0	0	0	0	1	0	0	1	1	0	1	0	0	0	14	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	4	1	1	0	0	6	1	0	2	6	1	1	1	0	0	2	4	1	4	0	1	0	2	0	0	1	2	0	0	1
The Dish	0	2	0	0	2	1	0	0	4	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	1	0	3	4	1	0	3	5	0	0	2	0	0	0	6	0	1	0	0	7	0	2	0	0	0	6	11	3	2	1	1	2	0	0	1	0	3	1	0	2	0	0	3	1	1	0	0	4	0	7	0	2	0	2	1	1	0	2	1	1	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	1	0	0	0	3	0	0	1	1	0	7	0	1	1	0	1	0	0	3	2	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	1	3	1	3	4	0	0	3	0	3	0	0	1	0	1	1	0	1	1	3	0	0	0	7	0	0	2	3	0	1	0	0	0	2	0	4	0	0	1	0	0	0	1	0	0	0	1	2	0	1	2	3	0	1	0	4	0	3	1	0	0	5	0	0	1	9	1	0	0	0	2	0	1	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	1	2	0	1	3	0	0	0	1	1	0	0	0	0	1	3	0	0	0	0	1	0	1	0	1	0	0	0	1	6	0	1	0	0	0	1	1	1	0	0	1	3	0	2	0	1	0	2	4	0	0	2	0	0	0	0	1	1	1	2	0	1	0	2	1	0	0	0	0	4	1	0	1	0	4	1	0	1	0	2	2	0	0	0	1	1	0	1	0	2	0	0	1	1	1	2	0	0	0	0	2	2	1	1	4	0	2	2	1	0	0	0	0	1	0	2	0	1	3	0	2	2	1	2	0	1	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	4	0	0	2	1	3	0	0	2	3	0	0	0	5	2	3	0	2	0	0	1	0	0	0	2	0	2	3	1	1	1	1	0	0	1	1	0	3	9	0	0	1	1	0	1	2	2	0	0	0	0	0	0	1	2	1	3	1	0	11	1	3	3	2	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	2	6	0	0	0	0	1	0	6	0	0	0	4	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	1	0	1	2	5	0	6	3	1	0	0	0	0	0	1	1	3	1	1	3	0	0	2	11	1	4	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	5	3	0	0	2	1	5	0	6	0	1	0	1	0	2	1	0	1	3	1
Go Fug Yourself	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	10	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	20	2	0	0	0	0	0	3	1	1	0	1	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	19	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0
O'Reilly Radar	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	2	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	1	0	1	0	0	3	1	0	0	0	1	0	0	0	0	0	3	0	1	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	5	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0
MetaFilter	2	0	0	1	5	0	0	1	0	5	1	0	0	1	5	0	1	0	0	0	0	1	2	0	1	1	1	0	2	5	0	1	0	3	1	0	0	3	4	1	7	0	0	0	1	0	2	1	0	1	2	9	3	0	0	2	0	3	0	0	1	0	0	2	0	0	1	1	0	1	0	0	1	3	0	3	0	0	0	0	6	0	0	2	3	1	5	0	0	0	0	0	1	3	1	0	0	3	0	0	3	0	0	3	0	0	0	2	0	0	2	1	0	2	1	1	0	1	0	2	0	0	4	0	1	3	0	1	0	0	2	1	2	0	0	0	2	1	2	2	1	0	0	0	0	0	1	0	0	0	0	2	0	2	2	0	1	1	2	1	3	3	1	0	3	3	1	0	2	4	1	2	0	0	0	0	0	1	0	4	0	0	2	1	2	1	0	0	0	2	2	2	4	1	0	0	1	6	0	1	2	1	1	2	1	0	0	4	2	3	1	0	1	1	2	0	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	2	2	1	0	3	2	1	2	0	0	1	2	0	1	0	0	2	1	0	0	1	1	0	2	1	5	0	0	0	0	1	0	1	3	0	0	0	6	0	2	0	0	0	0	4	0	0	0	2	1	0	0	0	4	0	1	1	0	1	1	0	0	0	0	1	1	11	0	2	0	4	0	0	3	0	7	3	0	1	1	0	0	0	0	0	1	0	1	4	1	1	3	0	0	0	0	0	3	1	3	3	2	0	0	0	3	0	0	0	0	3	2	0	1	1	1	1	2	4	0	0	0	2	2	2	2	0	2	0	0	3	0	2	3	0	0	0	2	0	2	2	1	0	1	0	1	2	1	0	0	4	1	0	0	0	0	0	0	0	0	0	1	2	2	1	0	5	1	0	1	0	1	0	0	0	2	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	3	0	6	1	0	1	0	0	0	1	1	1	0	1	3	1	1	1	1	0	1	2	1	0	2	0	0	0	2	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	4	0	0	3	0	0	0	1	2	1	1	3	0	0	1	2	2	0	0	6	0	1	1	0	8	0	0	0	0	0	3	6	2	0	1	4	0	2	2	1	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	0	2	5	1	1	1	0	1	6	0	2	0	4	2	4	0	1	0	0	1	0	1
ReadWrite	5	9	5	20	35	3	11	8	20	53	10	4	13	4	96	7	56	10	24	63	7	3	32	5	2	49	11	10	39	37	20	26	16	72	18	158	36	1	8	9	74	3	5	39	7	5	24	5	1	34	67	102	32	21	36	8	6	27	28	5	14	2	4	34	10	37	45	5	43	19	7	2	31	29	10	49	10	4	10	131	15	6	4	4	6	6	1	14	20	14	5	28	9	124	6	2	18	218	16	13	22	2	1	150	19	3	7	4	11	106	11	29	13	8	9	10	8	2	6	13	5	6	80	9	19	32	13	8	8	14	36	22	21	33	46	22	22	27	24	13	104	14	27	15	12	36	10	20	4	29	2	29	31	30	29	42	5	39	8	13	8	62	6	7	2	39	57	11	32	59	8	13	32	11	13	27	0	16	15	76	13	7	13	20	10	3	20	25	6	54	5	7	78	41	18	12	4	66	25	59	14	1	18	45	16	6	24	11	10	22	59	26	23	15	34	2	2	8	10	8	39	11	18	13	8	5	4	8	22	4	73	18	9	4	10	2	13	10	26	19	22	54	25	16	16	87	19	7	20	5	25	40	17	45	7	4	7	32	11	55	17	3	11	4	13	32	54	10	25	12	2	11	17	36	12	11	26	50	13	2	2	7	69	12	63	2	7	10	8	10	18	2	4	26	13	29	5	1	15	19	17	30	14	8	10	51	13	10	10	6	32	8	5	20	16	127	73	17	12	13	3	21	15	18	2	11	7	29	103	8	13	5	908	23	13	13	0	21	18	18	43	9	15	15	30	17	13	4	10	13	10	63	5	15	2	17	25	77	30	37	5	20	9	15	19	11	24	2	6	5	18	20	3	38	12	15	14	38	40	24	2	20	6	4	10	23	28	12	4	18	50	28	9	24	15	30	3	18	18	3	7	32	6	17	31	19	67	4	10	14	1	23	8	3	30	14	8	3	8	4	9	9	4	14	5	3	14	5	3	3	9	8	23	3	54	30	14	18	27	36	4	18	13	21	6	15	24	13	32	10	7	17	24	16	12	21	23	25	68	19	8	19	14	8	2	51	10	4	23	10	3	20	11	0	24	42	2	3	12	9	14	4	7	32	5	12	5	3	18	13	1	13	12	28	78	23	6	81	7	11	23	4	17	18	8	23	16	31	13	7	18	4	4	19	4	26	18	8	33	4	14	4	63	2	13	11	8	99	30	15	19	4	20	9	9	64	7	2	3	117	66	43	4	5	14	13	141	8	29	5	33	18	45	95	22	4	7	7	0	5
Lifehack	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	3	0	0	3	14	0	2	0	0	0	1	9	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	6	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	3	1	1	0	0	1	0	0	0	6	0	0	0	0	0	2	0	0	2	1	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	3	0	0	3	0	0	2	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	3	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	20	0	7	0	0	0	3	1	0	0	0	1	0	0	1	0	0	0	2	0	1	0	3	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	20	0	0	1	9	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	20	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	3	0	0	2	0	0	0	0	0	1	0	0	9	1	0	0	2	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	3	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	4	0	0	0	2	0	4	0	0	0	0	0	0	2	0	1	0	1	3	1	0	0	0	0	3
Lifehacker	0	1	0	1	3	0	1	1	0	3	3	1	0	0	4	0	0	1	2	0	1	0	7	0	1	5	0	1	4	1	1	1	1	3	1	2	0	1	0	0	1	0	1	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	3	1	0	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	4	0	0	2	0	0	2	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	5	1	0	0	1	0	0	4	0	2	1	0	0	1	3	1	0	0	0	0	1	0	0	1	3	1	2	5	0	0	1	2	0	0	0	0	2	0	0	0	2	1	0	0	3	1	4	0	1	0	0	0	0	1	3	0	1	0	0	0	1	0	0	0	2	1	1	3	0	1	3	0	6	0	1	0	0	2	1	0	0	1	26	0	1	0	0	0	1	0	0	1	1	0	0	5	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	3	2	5	1	1	0	0	0	1	2	0	1	0	0	0	0	0	1	0	0	4	0	2	1	0	1	2	0	1	0	0	1	1	0	0	0	1	1	0	0	0	6	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	3	1	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	2	0	5	1	0	0	0	0	0	1	0	6	1	2	0	0	2	0	2	0	2	2	0	0	0	1	1	0	0	0	0	2	0	0	3	0	0	1	0	1	0	2	0	1	0	0	0	0	0	1	2	3	0	1	2	0	2	0	0	0	0	2	0	0	4	0	3	0	0	0	0	0	0	0	2	2	1	0	0	1	0	0	0	0	4	0	2	1	0	0	0	0	4	2	0	1	0	3	0	0	2	0	2	3	0	0	1	0	4	0	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	1	0	2	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	4	0	10	2	0	2	1	1	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	3	0	2	0	1	2	0	1	0	0	0	1	0	0	1	0	0	0	4	0	3	0	2	2	0	0	0	0	0	1	0	0
Google Operating System	0	0	1	13	8	0	0	2	2	8	18	1	0	0	6	0	13	0	0	0	0	0	1	0	0	3	0	0	1	2	0	2	6	4	0	188	0	0	0	0	5	0	2	1	0	0	0	2	0	1	5	15	2	2	0	0	0	7	2	0	0	0	0	2	17	1	2	3	4	40	1	0	0	1	0	1	0	1	2	12	0	0	0	0	0	0	1	0	0	0	0	4	0	1	0	2	0	3	4	1	1	0	0	12	0	1	0	0	2	9	0	4	1	0	1	0	2	0	0	1	3	0	1	6	0	1	2	2	7	1	1	1	2	1	0	6	0	1	0	0	6	1	1	0	0	1	0	0	0	8	0	9	8	1	1	20	0	1	2	0	0	9	0	1	0	0	7	0	4	2	0	11	15	4	1	5	0	1	1	2	1	1	0	6	0	0	0	1	0	7	1	0	30	1	0	6	0	3	0	8	3	2	0	2	0	0	1	1	0	11	1	3	8	0	0	0	0	1	5	3	2	1	0	1	0	2	0	0	1	0	10	2	0	0	0	0	1	1	2	1	0	0	7	1	0	7	0	2	1	4	4	5	0	1	3	14	1	1	1	1	4	0	0	0	0	0	2	0	0	0	0	2	0	1	10	1	3	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	3	4	4	0	1	1	1	13	0	1	0	8	1	0	0	0	2	0	0	0	0	21	4	2	2	0	0	1	1	2	0	0	2	0	6	1	0	0	1	0	2	8	0	5	2	1	3	0	0	0	2	0	0	0	2	0	0	6	0	0	0	3	0	4	4	3	0	0	0	1	6	5	3	0	0	0	2	10	1	3	5	0	2	1	0	3	0	0	0	0	1	2	0	0	0	0	3	11	1	0	1	2	2	2	0	0	1	0	0	3	8	0	17	1	1	2	0	0	3	2	10	3	9	0	0	0	0	3	1	3	9	0	0	0	0	0	0	0	3	4	0	1	2	0	0	1	0	7	0	0	0	0	4	2	0	1	0	0	1	1	0	1	0	1	5	2	0	0	1	0	0	16	0	1	0	1	0	3	2	0	1	2	0	6	0	2	3	0	0	2	0	1	0	2	0	1	0	0	2	3	16	0	3	21	1	0	0	3	1	8	0	1	1	0	1	0	0	10	0	0	3	5	0	0	0	0	6	1	9	0	0	0	3	19	5	0	2	0	0	1	3	6	0	0	0	17	5	3	3	0	9	0	21	0	0	0	3	0	3	3	1	0	2	0	0	0
Kotaku	0	0	0	0	2	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	4	0	0	1	3	0	2	2	0	2	1	0	0	0	0	0	4	0	3	0	1	0	0	2	2	0	1	0	0	2	0	0	0	3	0	0	1	0	0	0	0	1	0	2	1	0	1	0	0	4	1	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	2	0	0	1	2	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	8	1	0	2	0	5	4	1	0	0	2	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	5	0	1	1	0	1	0	3	0	0	0	0	0	0	0	3	0	0	1	0	4	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0	6	1	0	0	0	4	0	1	0	0	0	1	0	0	1	25	0	1	0	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	6	2	0	0	0	1	0	0	16	7	2	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	1	2	2	1	0	0	0	1	2	0	0	1	0	4	2	2	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	1	1	2	1	1	0	0	0	0	0	0	2	1	0	2	0	0	1	0	1	0	0	0	0	2	1	0	1	0	0	0	0	2	1	0	0	3	2	0	1	1	0	0	1	0	0	1	2	1	1	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	3	0	1	0	0	2	0	0	2	0	0	1	0	0	3	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	3	0	0	1	0	0	0	3	1	1	1	0	0	3	2	0	2	0	0	4	0	0	0	0	0	0	4	0	3	1	0	2	0	0	0	3	0	0	0	0	1	0	0	0	4	0	0	0	0	1	0	0	0	2	1	2	0	0	2	1	0	1	1	0	2	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	3	1	6	0	0	0	0	1	0	0	0	0	1	10	1	1	1	0	1	0	0	1	0	0	0	0	0
Mashable	2	0	1	0	4	6	6	2	0	1	1	0	0	3	6	0	3	1	0	6	0	0	1	2	1	1	5	0	2	5	0	0	2	8	0	0	0	1	2	3	3	0	4	5	0	1	3	0	0	0	0	8	3	2	5	3	0	1	1	1	4	0	0	5	2	2	2	0	1	1	1	1	3	3	1	16	2	1	0	2	10	1	0	1	0	7	0	0	1	0	1	0	1	2	0	1	1	9	1	3	2	0	1	26	4	1	1	0	2	25	2	3	2	0	1	1	0	0	0	1	0	1	4	0	0	10	0	0	0	0	7	1	1	1	0	2	0	1	1	0	4	6	4	1	1	5	0	1	0	0	0	3	2	2	0	1	1	2	3	3	0	2	2	0	1	1	1	0	2	3	0	4	0	2	0	1	3	1	0	1	1	1	0	1	1	1	0	8	0	6	0	0	7	5	0	3	0	8	2	5	0	0	1	1	2	0	1	30	2	1	3	2	3	2	2	0	2	0	1	2	2	3	5	0	0	2	2	0	0	9	4	1	1	6	7	0	1	2	1	2	0	6	1	3	10	5	2	1	1	0	1	0	1	0	0	0	4	0	0	4	1	8	0	0	1	0	1	0	1	0	2	0	2	1	1	17	1	10	2	0	0	3	0	2	4	0	1	2	1	0	2	1	2	2	1	0	1	1	0	1	2	0	0	1	2	3	3	4	5	1	9	1	2	2	0	11	3	1	3	0	0	2	1	1	3	0	1	1	4	2	1	2	0	2	0	0	3	15	1	2	6	1	5	1	3	1	0	0	6	0	0	11	0	1	0	1	3	3	1	1	1	2	0	1	5	3	0	0	13	0	2	1	2	6	0	1	3	1	2	1	1	1	0	2	0	0	3	0	0	0	3	0	0	2	1	3	2	1	2	0	0	3	0	0	3	0	1	2	0	1	6	1	1	0	1	6	0	6	1	1	0	1	1	3	0	1	0	0	3	4	0	1	1	0	7	0	2	2	1	3	0	1	1	3	3	4	2	3	5	1	1	2	3	6	3	1	1	2	7	1	2	4	3	1	1	1	0	0	0	1	2	4	1	1	2	0	0	1	6	1	0	2	4	2	0	0	0	1	1	3	0	0	0	1	6	1	0	8	0	2	2	1	4	1	1	0	0	4	1	0	0	0	1	10	0	2	2	2	3	0	2	0	7	0	1	2	0	0	1	8	0	5	3	0	1	3	1	1	10	10	19	3	4	1	0	3	14	0	4	2	2	2	1	4	3	0	0	0	3	0
